ADDETUR Baptista Gimnázium és Szakiskola
Adventum Iskola
Al Wahda Arab Iskola
Álmos Vezér Gimnázium
Alsóerdősori Bárdos Lajos Általános Iskola és Gimnázium
Alternatív Közgazdasági Gimnázium
Altisz Alapítványi Gimnázium
Atalanta Gimnázium
Avicenna International College Magyar-Angol Két Tanítási Nyelvű Gimnáziuma
Baár-Madas Református Gimnázium
Baross Imre Artista- és Előadó-művészeti Akadémia Szakgimnázium
Békásmegyeri Veres Péter Gimnázium
Belvárosi Tanoda Alapítványi Gimnázium
Benkő István Református Általános Iskola és Gimnázium
Berzsenyi Dániel Gimnázium
Bessenyei György Gimnázium
Bethlen Gábor Általános Iskola és Gimnázium
BME által alapított Két Tanítási Nyelvű Gimnázium
Boldog Adolf Kolping Katolikus Óvoda
Bornemisza Péter Gimnázium
Britannica Angolnyelvű Nemzetközi Óvoda
British International School Alapítványi Óvoda
Budai Ciszterci Szent Imre Gimnázium
Budapest Baptista  Gimnázium
Budapest British International School Angol Óvoda
Budapest I. Kerületi Kosztolányi Dezső Gimnázium
Budapest I. Kerületi Petőfi Sándor Gimnázium
Budapest I. Kerületi Szilágyi Erzsébet Gimnázium
Budapest I. Kerületi Toldy Ferenc Gimnázium
Budapest II. Kerületi II. Rákóczi Ferenc Gimnázium
Budapest II. Kerületi Móricz Zsigmond Gimnázium
Budapest III. Kerületi Kerék Általános Iskola és Gimnázium
Budapest IX. Kerületi Leövey Klára Gimnázium
Budapest IX. Kerületi Szent-Györgyi Albert Általános Iskola és Gimnázium
Budapest IX. Kerületi Weöres Sándor Általános Iskola és Gimnázium
Budapest School Általános Iskola és Gimnázium
Budapest V. Kerületi Eötvös József Gimnázium
Budapest VI. Kerületi Kölcsey Ferenc Gimnázium
Budapest VI. Kerületi Szinyei Merse Pál Gimnázium
Budapest VIII. Kerületi Vörösmarty Mihály Gimnázium
Budapest X. Kerületi Zrínyi Miklós Gimnázium
Budapest XIII. Kerületi Ady Endre Gimnázium
Budapest XIV. Kerületi Teleki Blanka Gimnázium
Budapest XV. Kerületi Dózsa György Gimnázium és Táncművészeti Szakgimnázium
Budapest XV. Kerületi László Gyula Gimnázium és Általános Iskola
Budapest XVI. Kerületi Szerb Antal Gimnázium
Budapest XVI. Kerületi Táncsics Mihály Általános Iskola és Gimnázium
Budapest XVII. Kerületi Balassi Bálint Nyolcévfolyamos Gimnázium
Budapest XVII. Kerületi Kőrösi Csoma Sándor Általános Iskola és Gimnázium
Budapest XVIII. Kerületi Vörösmarty Mihály Ének-zenei
Budapest XX. Kerületi Kossuth Lajos Gimnázium
Budapest XX. Kerületi Nagy László Általános Iskola és Gimnázium
Budapest XXII. Kerületi Budai Nagy Antal Gimnázium
Budapest-Fasori Evangélikus Gimnázium
Budapesti Egyetemi Katolikus Gimnázium és Kollégium
Budapesti Fazekas Mihály Gyakorló Általános Iskola és Gimnázium
Budapesti Montessori Általános Iskola és Gimnázium
Budapesti Nemzetközi Iskola-International School of Budapest és Magyar-Angol Két Tanítási Nyelvű Általános Iskola és Gimnázium
Budapesti Osztrák Iskola - Osztrák Felsőreál Gimnázium
Budapesti Ward Mária Általános Iskola
Budapesti Zsidó Hitközség Scheiber Sándor Gimnázium és Általános Iskola
