Budenz József Alapítványi Gimnázium
Budenz József Általános Iskola és Gimnázium
Burattino Általános és Középiskola
Christophorus Waldorf Általános Iskola
Corvin Mátyás Gimnázium
Csanádi Árpád Sportiskola
Csik Ferenc Általános Iskola és Gimnázium
Csillagberek Waldorf Általános Iskola
Deák Diák Ének-zenei Általános Iskola és Gimnázium
Deák Téri Evangélikus Gimnázium
Diákszempont Általános Iskola és Gimnázium
Dr. Somogyi Imre Baptista Szakképző Iskola
ELTE Apáczai Csere János Gyakorló Gimnázium és Kollégium
ELTE Radnóti Miklós Gyakorló Általános Iskola és Gyakorló Gimnázium
ELTE Trefort Ágoston Gyakorló Gimnázium
Európa 2000 Gimnázium
Európa Alapítvány Középfokú Intézet (EAKI)Gimnázium
Facultas Humán Gimnázium
Felnőtt Oktatási Központ és Gimnázium
Ferencvárosi Sport Általános Iskola és Gimnázium
Fővárosi Iskolaszanatórium Általános Iskola és Gimnázium
Göllner Mária Regionális Waldorf Gimnázium és Alapfokú Művészeti Iskola
Greater Grace Nemzetközi Óvoda
Gustave Eiffel Francia Óvoda
Gyermekek Háza Alternatív Általános Iskola és Gimnázium
Gyermekház Iskola
Horvát Óvoda
Humán Intézet Gimnázium és Alapfokú Művészeti Iskola 
Innovációs Gimnázium
Jedlik Ányos Gimnázium
Kalyi Jag Roma Nemzetiségi Általános Iskola
Karinthy Frigyes Gimnázium
KarrierSuli Esti Gimnázium
Kempelen Farkas Gimnázium
Kispesti Deák Ferenc Gimnázium
Kispesti Károlyi Mihály Magyar-Spanyol Tannyelvű Gimnázium
Kispesti Waldorf Óvoda
Klebelsberg Kuno Általános Iskola és Gimnázium
Kőbányai Szent László Gimnázium
Kodály Zoltán Ének-zenei Általános Iskola
Kodály Zoltán Magyar Kórusiskola Katolikus Általános Iskola
Kontyfa Általános Iskola és Gimnázium
Kőrösi Csoma Sándor Két Tanítási Nyelvű Baptista Gimnázium
Kovács Pál Baptista Gimnázium
Közgazdasági Politechnikum Alternatív Gimnázium
Kürt Alternatív Gimnázium
Lauder Javne Zsidó Közösségi Óvoda
Leonardo Gimnázium
Lónyay Utcai Református Gimnázium
Maarif Magyar-Angol Két Tanítási Nyelvű Általános Iskola és Gimnázium
Magyar Táncművészeti Egyetem Nádasi Ferenc Gimnáziuma és Kollégiuma
Magyar-Kínai Két Tanítási Nyelvű Általános Iskola és Gimnázium
Magyar-Ukrán Két Tanítási Nyelvű Általános Iskola és Gimnázium 
Magyarországi Japán Nagykövetséghez tartozó Budapesti Japán Iskola
Maimonidész Zsidó Általános Iskola és Gimnázium
Matúra Gimnázium
Mozgásjavító Egységes Gyógypedagógiai Módszertani Intézmény
Német Nemzetiségi Gimnázium és Kollégium
Németh László Gimnázium
Nikola Tesla Szerb Tanítási Nyelvű Óvoda
Óbudai Árpád Gimnázium
Óbudai Gimnázium
Óbudai Waldorf Általános Iskola
Orchidea Magyar-Angol Két Tanítási Nyelvű Óvoda
Oroszországi Föderáció Magyarországi Nagykövetség Mellett Működő Általános Iskola és Gimnázium
Pál Apostol Katolikus Óvoda
Pannonhalmi Béla Baptista Általános Iskola és Gimnázium
Pasaréti Gimnázium
Pasaréti Szabó Lőrinc Magyar-Angol Két Tanítási Nyelvű Általános Iskola és Gimnázium
Patrona Hungariae Általános Iskola
Pesthidegkúti Waldorf Általános Iskola
Pestszentlőrinc-Pestszentimrei Felnőttek Általános Iskolája és Gimnáziuma
Piarista Gimnázium
Rózsakerti Demjén István Református Általános Iskola és Gimnázium 
Sashegyi Arany János Általános Iskola és Gimnázium
SEK Budapest Óvoda
Sylvester János Református Gimnázium és Technikum
Szabad Waldorf Gimnázium és Alapfokú Művészeti Iskola
Szent Angéla Ferences Általános Iskola és Gimnázium
Szent Anna Görögkatolikus Gimnázium és Technikum
Szent Benedek Gimnázium és Technikum
Szent Gellért Katolikus Általános Iskola és Gimnázium
Szent II. János Pál Óvoda
Szent István Gimnázium
Szent József Katolikus Óvoda
Szent Margit Gimnázium
Szinyei Merse Pál Felnőttoktatási Gimnázium
Szlovák Tanítási Nyelvű Óvoda
Sztehlo Gábor Evangélikus Óvoda
Tamási Áron Általános Iskola
TANDEM Gimnázium
TF Gyakorló Sportiskolai Általános Iskola és Gimnázium
Thomas Mann Gymnasium-Deutsche Schule Budapest
Tüskevár Általános Iskola és Gimnázium
Újbudai József Attila Gimnázium
Újbudai Széchenyi István Gimnázium
Újpesti Babits Mihály Gimnázium 
Újpesti Bródy Imre Gimnázium és Általános Iskola
Újpesti Csokonai Vitéz Mihály Általános Iskola és Gimnázium
Újpesti Károlyi István Általános Iskola és Gimnázium
Újpesti Könyves Kálmán Gimnázium
Városmajori Gimnázium
Veres Pálné Gimnázium
Veritas Collegiate Academy Budapest Gimnázium
VII. Kerületi Madách Imre Gimnázium
Wesley János Óvoda
Wesley Kincsei Általános Iskola és Gimnázium
Xántus János Két Tanítási Nyelvű Gimnázium
Zöld Kakas Líceum Mentálhigiénés Szakgimnázium
